SIMULATION PARAMETERS:
n = 27
m = 48
p = 6
resource_noise_scale = 0.27777776
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
256	222	43.82709	7.063063	Null	245	62.403233	7.1591835	Contest	193	28.29243	6.927461	Null	184	33.632362	7.0597825	Null	208	39.51462	6.9951925	Null	243	47.97394	7.185185	Contest	
257	222	43.82709	7.063063	Null	245	62.304466	7.1591835	Contest	193	28.29243	6.927461	Null	184	33.533596	7.0597825	Null	208	39.51462	6.9951925	Null	242	47.919907	7.185185	Abandon	
258	222	43.82709	7.063063	Null	245	62.2057	7.1591835	Contest	193	28.29243	6.927461	Null	184	33.43483	7.0597825	Null	208	39.51462	6.9951925	Null	243	47.875175	7.1900826	Contest	
259	222	43.82709	7.063063	Null	246	62.261097	7.1591835	Contest	193	28.29243	6.927461	Null	183	33.1819	7.0597825	Null	208	39.51462	6.9951925	Null	242	47.82114	7.185185	Abandon	
260	222	43.82709	7.063063	Null	246	62.16233	7.1626015	Contest	193	28.29243	6.927461	Null	183	33.083134	7.0546446	Null	208	39.51462	6.9951925	Null	242	47.722374	7.1900826	Contest	
261	222	43.82709	7.063063	Null	247	62.149147	7.1626015	Contest	193	28.29243	6.927461	Null	182	32.898785	7.0546446	Null	208	39.51462	6.9951925	Null	241	47.65061	7.1900826	Abandon	
262	222	43.82709	7.063063	Null	247	62.05038	7.174089	Contest	193	28.29243	6.927461	Null	182	32.80002	7.0604396	Null	208	39.51462	6.9951925	Null	241	47.551846	7.1950207	Contest	
263	222	43.82709	7.063063	Null	248	62.118427	7.174089	Contest	193	28.29243	6.927461	Null	181	32.53444	7.0604396	Null	208	39.51462	6.9951925	Null	240	47.351456	7.1950207	Abandon	
264	222	43.82709	7.063063	Null	248	62.01966	7.177419	Contest	193	28.29243	6.927461	Null	181	32.435673	7.0552487	Null	208	39.51462	6.9951925	Null	239	47.149654	7.2	Abandon	
265	222	43.82709	7.063063	Null	249	62.122696	7.177419	Contest	193	28.29243	6.927461	Null	181	32.435673	7.0552487	Null	208	39.51462	6.9951925	Null	238	46.947098	7.205021	Abandon	
266	222	43.82709	7.063063	Null	250	62.162548	7.172691	Contest	193	28.29243	6.927461	Null	181	32.435673	7.0552487	Null	208	39.51462	6.9951925	Null	237	46.740627	7.210084	Abandon	
267	222	43.82709	7.063063	Null	250	62.06378	7.176	Contest	193	28.29243	6.927461	Null	181	32.336906	7.0552487	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
268	222	43.82709	7.063063	Null	251	62.239742	7.176	Contest	193	28.29243	6.927461	Null	180	31.963413	7.0552487	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
269	222	43.82709	7.063063	Null	252	62.453407	7.1792827	Contest	193	28.29243	6.927461	Null	179	31.552216	7.05	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
270	222	43.82709	7.063063	Null	252	62.35464	7.1825395	Contest	193	28.29243	6.927461	Null	179	31.45345	7.0446925	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
271	222	43.82709	7.063063	Null	253	62.501827	7.1825395	Contest	193	28.29243	6.927461	Null	178	31.10873	7.0446925	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
272	222	43.82709	7.063063	Null	253	62.40306	7.185771	Contest	193	28.29243	6.927461	Null	178	31.009964	7.0393257	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
273	222	43.82709	7.063063	Null	253	62.304295	7.185771	Contest	193	28.29243	6.927461	Null	178	30.911198	7.0393257	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
274	222	43.82709	7.063063	Null	253	62.20553	7.185771	Contest	193	28.29243	6.927461	Null	178	30.812431	7.0393257	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
275	222	43.82709	7.063063	Null	254	62.28613	7.185771	Contest	193	28.29243	6.927461	Null	177	30.534298	7.0393257	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
276	222	43.82709	7.063063	Null	254	62.187363	7.1889763	Contest	193	28.29243	6.927461	Null	177	30.435532	7.0338984	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
277	222	43.82709	7.063063	Null	254	62.088596	7.1889763	Contest	193	28.29243	6.927461	Null	177	30.336765	7.0338984	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
278	222	43.82709	7.063063	Null	255	62.18202	7.1889763	Contest	193	28.29243	6.927461	Null	176	30.04581	7.0338984	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
279	222	43.82709	7.063063	Null	255	62.083252	7.192157	Contest	193	28.29243	6.927461	Null	176	29.947044	7.028409	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
280	222	43.82709	7.063063	Null	255	61.984486	7.192157	Contest	193	28.29243	6.927461	Null	176	29.848278	7.028409	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
281	222	43.82709	7.063063	Null	255	61.88572	7.192157	Contest	193	28.29243	6.927461	Null	176	29.749512	7.028409	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
282	222	43.82709	7.063063	Null	255	61.786953	7.192157	Contest	193	28.29243	6.927461	Null	176	29.650745	7.028409	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
283	222	43.82709	7.063063	Null	256	61.96499	7.192157	Contest	193	28.29243	6.927461	Null	175	29.275179	7.028409	Null	208	39.51462	6.9951925	Null	237	46.740627	7.21519	Null	
284	222	43.82709	7.063063	Null	256	61.866222	7.1875	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	237	46.64186	7.21519	Null	
285	222	43.82709	7.063063	Null	256	61.767456	7.1875	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	237	46.543095	7.21519	Null	
286	222	43.82709	7.063063	Null	256	61.66869	7.1875	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	237	46.44433	7.21519	Null	
287	222	43.82709	7.063063	Null	257	61.727062	7.1875	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	236	46.188423	7.21519	Null	
288	222	43.82709	7.063063	Null	258	61.835484	7.1906614	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	234	45.640045	7.2118645	Abandon	
289	222	43.82709	7.063063	Null	259	61.97914	7.1937985	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	234	45.640045	7.213675	Null	
290	222	43.82709	7.063063	Null	260	62.06776	7.189189	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	233	45.353893	7.213675	Null	
291	222	43.82709	7.063063	Null	260	61.968994	7.1923075	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	233	45.255127	7.2103004	Null	
292	222	43.82709	7.063063	Null	260	61.870228	7.1923075	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	233	45.15636	7.2103004	Null	
293	222	43.82709	7.063063	Null	261	62.010952	7.1923075	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	232	44.818104	7.2103004	Null	
294	222	43.82709	7.063063	Null	261	61.912186	7.195402	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	232	44.719337	7.206897	Null	
295	222	43.82709	7.063063	Null	261	61.81342	7.195402	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	232	44.62057	7.206897	Null	
296	222	43.82709	7.063063	Null	262	61.985466	7.195402	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	231	44.25099	7.206897	Null	
297	222	43.82709	7.063063	Null	263	62.211678	7.1984735	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	230	43.827248	7.203463	Null	
298	222	43.82709	7.063063	Null	264	62.336178	7.201521	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	229	43.505215	7.2	Null	
299	222	43.82709	7.063063	Null	264	62.23741	7.2045455	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	229	43.40645	7.1965065	Null	
300	222	43.82709	7.063063	Null	264	62.138645	7.2045455	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	229	43.307682	7.1965065	Null	
301	222	43.82709	7.063063	Null	264	62.03988	7.2045455	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	229	43.208916	7.1965065	Null	
302	222	43.82709	7.063063	Null	265	62.13337	7.2045455	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	228	42.917892	7.1965065	Null	
303	222	43.82709	7.063063	Null	266	62.25885	7.207547	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	227	42.59488	7.1929827	Null	
304	222	43.82709	7.063063	Null	267	62.36837	7.2105265	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	226	42.287827	7.1894274	Null	
305	222	43.82709	7.063063	Null	268	62.454052	7.2134833	Contest	193	28.29243	6.927461	Null	175	29.275179	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1858406	Null	
306	222	43.82709	7.063063	Null	268	62.355286	7.216418	Contest	193	28.29243	6.927461	Null	175	29.176413	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
307	222	43.82709	7.063063	Null	268	62.25652	7.216418	Contest	193	28.29243	6.927461	Null	175	29.077646	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
308	222	43.82709	7.063063	Null	268	62.157753	7.216418	Contest	193	28.29243	6.927461	Null	175	28.97888	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
309	222	43.82709	7.063063	Null	268	62.058987	7.216418	Contest	193	28.29243	6.927461	Null	175	28.880114	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
310	222	43.82709	7.063063	Null	268	61.96022	7.216418	Contest	193	28.29243	6.927461	Null	175	28.781347	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
311	222	43.82709	7.063063	Null	269	61.98689	7.216418	Contest	193	28.29243	6.927461	Null	174	28.557144	7.0114284	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
312	222	43.82709	7.063063	Null	270	62.021725	7.2267656	Contest	193	28.29243	6.927461	Null	173	28.324778	7.0172415	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
313	222	43.82709	7.063063	Null	271	62.266647	7.2296295	Contest	193	28.29243	6.927461	Null	172	27.882322	7.011561	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
314	222	43.82709	7.063063	Null	272	62.59302	7.2324724	Contest	193	28.29243	6.927461	Null	171	27.358414	7.005814	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
315	222	43.82709	7.063063	Null	272	62.494255	7.2352943	Contest	193	28.29243	6.927461	Null	171	27.259647	7.0	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
316	222	43.82709	7.063063	Null	272	62.39549	7.2352943	Contest	193	28.29243	6.927461	Null	171	27.160881	7.0	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
317	222	43.82709	7.063063	Null	273	62.637905	7.2352943	Contest	193	28.29243	6.927461	Null	170	26.720932	7.0	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
318	222	43.82709	7.063063	Null	273	62.53914	7.2380953	Contest	193	28.29243	6.927461	Null	170	26.622166	6.9941177	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
319	222	43.82709	7.063063	Null	273	62.440372	7.2380953	Contest	193	28.29243	6.927461	Null	170	26.5234	6.9941177	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
320	222	43.82709	7.063063	Null	274	62.511436	7.2380953	Contest	193	28.29243	6.927461	Null	169	26.254803	6.9941177	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
321	222	43.82709	7.063063	Null	275	62.5818	7.2408757	Contest	193	28.29243	6.927461	Null	168	25.986908	6.988166	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
322	222	43.82709	7.063063	Null	276	62.67846	7.243636	Contest	193	28.29243	6.927461	Null	167	25.692717	6.982143	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
323	222	43.82709	7.063063	Null	276	62.579693	7.2391305	Contest	193	28.29243	6.927461	Null	167	25.59395	6.9640718	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
324	222	43.82709	7.063063	Null	276	62.480927	7.2391305	Contest	193	28.29243	6.927461	Null	167	25.495184	6.9640718	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
325	222	43.82709	7.063063	Null	277	62.506973	7.2391305	Contest	193	28.29243	6.927461	Null	166	25.271605	6.9640718	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
326	222	43.82709	7.063063	Null	278	62.558628	7.241877	Contest	193	28.29243	6.927461	Null	164	24.861279	6.9698796	Abandon	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
327	222	43.82709	7.063063	Null	279	62.621	7.244604	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
328	222	43.82709	7.063063	Null	280	62.66505	7.2401433	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	225	42.004612	7.1822224	Null	
329	222	43.82709	7.063063	Null	281	62.800655	7.25	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	224	41.671474	7.1822224	Null	
330	222	43.82709	7.063063	Null	282	62.91318	7.252669	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	222	41.04588	7.178571	Abandon	
331	222	43.82709	7.063063	Null	283	63.12995	7.255319	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	222	41.04588	7.18018	Null	
332	222	43.82709	7.063063	Null	284	63.31846	7.2508836	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	222	41.04588	7.18018	Null	
333	222	43.82709	7.063063	Null	285	63.49487	7.253521	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	222	41.04588	7.18018	Null	
334	222	43.82709	7.063063	Null	285	63.396103	7.2491226	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	222	40.947113	7.18018	Null	
335	222	43.82709	7.063063	Null	285	63.297337	7.2491226	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	222	40.848347	7.18018	Null	
336	222	43.82709	7.063063	Null	286	63.506474	7.2491226	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	221	40.441677	7.18018	Null	
337	222	43.82709	7.063063	Null	287	63.727783	7.251748	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	219	39.740246	7.1764708	Abandon	
338	222	43.82709	7.063063	Null	288	63.911606	7.247387	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	218	39.538685	7.1689496	Abandon	
339	222	43.82709	7.063063	Null	289	64.014404	7.2430553	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	218	39.538685	7.174312	Null	
340	222	43.82709	7.063063	Null	290	64.196556	7.252595	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	217	39.159	7.174312	Null	
341	222	43.82709	7.063063	Null	291	64.345505	7.2482758	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	216	38.564804	7.16129	Abandon	
342	222	43.82709	7.063063	Null	292	64.48203	7.257732	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	215	38.230743	7.1666665	Null	
343	222	43.82709	7.063063	Null	292	64.38327	7.260274	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	215	38.131977	7.162791	Null	
344	222	43.82709	7.063063	Null	293	64.57296	7.260274	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	214	37.74476	7.162791	Null	
345	222	43.82709	7.063063	Null	294	64.69336	7.262799	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	213	37.42683	7.1588783	Null	
346	222	43.82709	7.063063	Null	295	64.903984	7.265306	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	212	37.018673	7.1549296	Null	
347	222	43.82709	7.063063	Null	296	65.067764	7.2677965	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	211	36.657364	7.1509433	Null	
348	222	43.82709	7.063063	Null	297	65.1591	7.2635136	Contest	193	28.29243	6.927461	Null	164	24.861279	6.993902	Null	208	39.51462	6.9951925	Null	210	36.178394	7.1374407	Abandon	
349	222	43.82709	7.063063	Null	298	65.228905	7.2727275	Contest	193	28.29243	6.927461	Null	163	24.59395	6.993902	Null	208	39.51462	6.9951925	Null	210	36.178394	7.142857	Null	
350	222	43.82709	7.063063	Null	298	65.13014	7.275168	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	208	39.415855	6.9951925	Null	210	36.178394	7.142857	Null	
351	222	43.82709	7.063063	Null	299	65.32234	7.275168	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	6.9951925	Null	210	36.178394	7.142857	Null	
352	222	43.82709	7.063063	Null	300	65.358154	7.270903	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	209	35.945057	7.142857	Null	
353	222	43.82709	7.063063	Null	301	65.45192	7.2733335	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	208	35.65376	7.138756	Null	
354	222	43.82709	7.063063	Null	302	65.59845	7.2757473	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	207	35.3097	7.1346154	Null	
355	222	43.82709	7.063063	Null	302	65.49969	7.278146	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	207	35.210934	7.130435	Null	
356	222	43.82709	7.063063	Null	302	65.400925	7.278146	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	207	35.112167	7.130435	Null	
357	222	43.82709	7.063063	Null	303	65.538795	7.278146	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	206	34.776768	7.130435	Null	
358	222	43.82709	7.063063	Null	304	65.567726	7.273927	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	34.43814	7.1165047	Abandon	
359	222	43.82709	7.063063	Null	305	65.58113	7.2763157	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	34.43814	7.117647	Null	
360	222	43.82709	7.063063	Null	305	65.48237	7.285246	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	34.339375	7.117647	Null	
361	222	43.82709	7.063063	Null	305	65.383606	7.285246	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	34.24061	7.117647	Null	
362	222	43.82709	7.063063	Null	305	65.28484	7.285246	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	34.14184	7.117647	Null	
363	222	43.82709	7.063063	Null	305	65.18608	7.285246	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	34.043076	7.117647	Null	
364	222	43.82709	7.063063	Null	305	65.08732	7.285246	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	204	33.94431	7.117647	Null	
365	222	43.82709	7.063063	Null	306	65.210304	7.285246	Contest	193	28.29243	6.927461	Null	163	24.59395	7.0	Null	207	39.026123	7.0	Null	203	33.6238	7.117647	Null	
366	222	43.82709	7.063063	Null	306	65.11154	7.281046	Contest	193	28.29243	6.927461	Null	163	24.495184	7.0	Null	207	39.026123	7.0	Null	202	33.51568	7.1034484	Abandon	
367	222	43.82709	7.063063	Null	307	65.1209	7.281046	Contest	193	28.29243	6.927461	Null	163	24.495184	7.0	Null	207	39.026123	7.0	Null	202	33.51568	7.108911	Null	
368	222	43.82709	7.063063	Null	308	65.18671	7.289902	Contest	193	28.29243	6.927461	Null	163	24.495184	7.0	Null	207	39.026123	7.0	Null	201	33.25235	7.108911	Null	
369	222	43.82709	7.063063	Null	308	65.087944	7.285714	Contest	193	28.29243	6.927461	Null	163	24.396418	7.0	Null	207	39.026123	7.0	Null	200	33.138714	7.0945272	Abandon	
370	222	43.82709	7.063063	Null	309	65.10282	7.285714	Contest	193	28.29243	6.927461	Null	163	24.396418	7.0	Null	207	39.026123	7.0	Null	200	33.138714	7.1	Null	
371	222	43.82709	7.063063	Null	309	65.00406	7.2944984	Contest	193	28.29243	6.927461	Null	163	24.396418	7.0	Null	207	39.026123	7.0	Null	200	33.039948	7.1	Null	
372	222	43.82709	7.063063	Null	309	64.9053	7.2944984	Contest	193	28.29243	6.927461	Null	163	24.396418	7.0	Null	207	39.026123	7.0	Null	200	32.94118	7.1	Null	
373	222	43.82709	7.063063	Null	310	65.008705	7.2944984	Contest	193	28.29243	6.927461	Null	163	24.396418	7.0	Null	207	39.026123	7.0	Null	199	32.640247	7.1	Null	
374	222	43.82709	7.063063	Null	311	65.03315	7.290323	Contest	193	28.29243	6.927461	Null	162	24.174444	7.0	Null	207	39.026123	7.0	Null	198	32.526627	7.0854273	Abandon	
375	222	43.82709	7.063063	Null	312	65.04801	7.2926044	Contest	193	28.29243	6.927461	Null	162	24.174444	6.9938273	Null	207	39.026123	7.0	Null	198	32.526627	7.090909	Null	
376	222	43.82709	7.063063	Null	313	65.15531	7.301282	Contest	193	28.29243	6.927461	Null	162	24.174444	6.9938273	Null	207	39.026123	7.0	Null	197	32.221798	7.090909	Null	
377	222	43.82709	7.063063	Null	313	65.05655	7.2971244	Contest	193	28.29243	6.927461	Null	162	24.075678	6.9938273	Null	207	39.026123	7.0	Null	196	32.137222	7.0761423	Abandon	
378	222	43.82709	7.063063	Null	314	65.042366	7.2971244	Contest	193	28.29243	6.927461	Null	162	24.075678	6.9938273	Null	207	39.026123	7.0	Null	196	32.137222	7.0816326	Null	
379	222	43.82709	7.063063	Null	315	65.05695	7.299363	Contest	193	28.29243	6.927461	Null	162	24.075678	6.9938273	Null	207	39.026123	7.0	Null	196	32.137222	7.0816326	Null	
380	222	43.82709	7.063063	Null	315	64.95819	7.295238	Contest	193	28.29243	6.927461	Null	162	24.075678	6.9938273	Null	207	39.026123	7.0	Null	196	32.038456	7.0816326	Null	
381	222	43.82709	7.063063	Null	315	64.85943	7.295238	Contest	193	28.29243	6.927461	Null	162	24.075678	6.9938273	Null	207	39.026123	7.0	Null	196	31.93969	7.0816326	Null	
382	222	43.82709	7.063063	Null	316	64.96697	7.295238	Contest	193	28.29243	6.927461	Null	162	24.075678	6.9938273	Null	207	39.026123	7.0	Null	195	31.634619	7.0816326	Null	
383	222	43.82709	7.063063	Null	316	64.86821	7.291139	Contest	193	28.29243	6.927461	Null	162	23.976912	6.9938273	Null	207	39.026123	7.0	Null	194	31.536703	7.0666666	Abandon	
384	222	43.82709	7.063063	Null	317	64.92484	7.291139	Contest	193	28.29243	6.927461	Null	161	23.722746	6.9938273	Null	207	39.026123	7.0	Null	193	31.498934	7.072165	Abandon	
385	222	43.82709	7.063063	Null	317	64.82608	7.2933755	Contest	193	28.29243	6.927461	Null	161	23.62398	6.9875774	Null	207	39.026123	7.0	Null	192	31.377674	7.07772	Abandon	
386	222	43.82709	7.063063	Null	317	64.72732	7.2933755	Contest	193	28.29243	6.927461	Null	161	23.525213	6.9875774	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
387	222	43.82709	7.063063	Null	318	64.94094	7.2933755	Contest	193	28.29243	6.927461	Null	160	23.114058	6.9875774	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
388	222	43.82709	7.063063	Null	319	64.95839	7.289308	Contest	193	28.29243	6.927461	Null	159	22.899076	7.00625	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
389	222	43.82709	7.063063	Null	320	64.96781	7.291536	Contest	193	28.29243	6.927461	Null	158	22.692123	7.0	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
390	222	43.82709	7.063063	Null	321	65.124725	7.29375	Contest	193	28.29243	6.927461	Null	157	22.337679	6.993671	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
391	222	43.82709	7.063063	Null	321	65.02596	7.29595	Contest	193	28.29243	6.927461	Null	157	22.238913	6.9872613	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
392	222	43.82709	7.063063	Null	322	65.27883	7.29595	Contest	193	28.29243	6.927461	Null	156	21.788511	6.9872613	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
393	222	43.82709	7.063063	Null	322	65.18007	7.2981367	Contest	193	28.29243	6.927461	Null	156	21.689745	6.980769	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
394	222	43.82709	7.063063	Null	323	65.44215	7.2981367	Contest	193	28.29243	6.927461	Null	155	21.230137	6.980769	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
395	222	43.82709	7.063063	Null	323	65.34338	7.3003097	Contest	193	28.29243	6.927461	Null	155	21.13137	6.9741936	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
396	222	43.82709	7.063063	Null	324	65.35274	7.3003097	Contest	193	28.29243	6.927461	Null	154	20.924488	6.9741936	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
397	222	43.82709	7.063063	Null	325	65.399185	7.3024693	Contest	193	28.29243	6.927461	Null	153	20.680511	6.9675326	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
